AircraftType,corridor,month,density_pct,cluster_label,slab,intensity
Super Midsize Jet,New York City -> San Antonio,Jun,8.16,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> San Antonio,Mar,7.2,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> San Antonio,May,7.73,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> San Antonio,Nov,9.96,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> San Antonio,Oct,13.98,multi-peak-directional,12%-15%,4
Super Midsize Jet,New York City -> San Antonio,Sep,10.38,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Apr,9.1,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Aug,5.61,multi-peak-directional,4%-6%,1
Super Midsize Jet,New York City -> St. Louis,Dec,11.84,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Feb,8.19,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> St. Louis,Jan,9.86,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Jul,6.22,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> St. Louis,Jun,6.37,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> St. Louis,Mar,6.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> St. Louis,May,8.19,multi-peak-directional,6%-9%,2
Super Midsize Jet,New York City -> St. Louis,Nov,9.1,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Oct,10.47,multi-peak-directional,9%-12%,3
Super Midsize Jet,New York City -> St. Louis,Sep,8.5,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Apr,6.88,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Aug,7.45,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Dec,4.87,multi-peak-directional,4%-6%,1
Super Midsize Jet,North Florida -> Bay Area,Feb,6.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Jan,10.6,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Bay Area,Jul,8.02,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Jun,6.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Bay Area,Mar,10.32,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Bay Area,May,9.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Bay Area,Nov,12.89,multi-peak-directional,12%-15%,4
Super Midsize Jet,North Florida -> Bay Area,Oct,9.46,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Bay Area,Sep,7.16,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Detroit,Apr,0.0,multi-peak-directional,< 4%,0
Super Midsize Jet,North Florida -> Detroit,Aug,6.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Detroit,Dec,13.64,multi-peak-directional,12%-15%,4
Super Midsize Jet,North Florida -> Detroit,Feb,6.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Detroit,Jan,2.27,multi-peak-directional,< 4%,0
Super Midsize Jet,North Florida -> Detroit,Jul,6.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Detroit,Jun,6.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Detroit,Mar,11.36,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Detroit,May,11.36,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Detroit,Nov,18.18,multi-peak-directional,> 15%,5
Super Midsize Jet,North Florida -> Detroit,Oct,13.64,multi-peak-directional,12%-15%,4
Super Midsize Jet,North Florida -> Detroit,Sep,2.27,multi-peak-directional,< 4%,0
Super Midsize Jet,North Florida -> LA Basin,Apr,10.06,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> LA Basin,Aug,5.5,multi-peak-directional,4%-6%,1
Super Midsize Jet,North Florida -> LA Basin,Dec,10.37,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> LA Basin,Feb,8.61,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> LA Basin,Jan,7.57,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> LA Basin,Jul,6.64,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> LA Basin,Jun,7.26,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> LA Basin,Mar,10.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> LA Basin,May,8.2,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> LA Basin,Nov,9.02,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> LA Basin,Oct,9.34,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> LA Basin,Sep,7.26,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Apr,8.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Aug,5.59,multi-peak-directional,4%-6%,1
Super Midsize Jet,North Florida -> Minneapolis,Dec,7.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Feb,8.64,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Jan,9.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Minneapolis,Jul,7.12,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Jun,8.98,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Mar,11.19,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Minneapolis,May,6.95,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Nov,11.02,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> Minneapolis,Oct,8.64,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> Minneapolis,Sep,7.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> New York City,Apr,10.48,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> New York City,Aug,6.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> New York City,Dec,8.38,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> New York City,Feb,5.99,multi-peak-directional,4%-6%,1
Super Midsize Jet,North Florida -> New York City,Jan,2.69,multi-peak-directional,< 4%,0
Super Midsize Jet,North Florida -> New York City,Jul,9.88,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> New York City,Jun,11.98,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> New York City,Mar,7.78,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> New York City,May,13.17,multi-peak-directional,12%-15%,4
Super Midsize Jet,North Florida -> New York City,Nov,6.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,North Florida -> New York City,Oct,10.18,multi-peak-directional,9%-12%,3
Super Midsize Jet,North Florida -> New York City,Sep,6.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,Apr,9.52,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Bay Area,Aug,7.36,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,Dec,6.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,Feb,3.9,multi-peak-directional,< 4%,0
Super Midsize Jet,Philadelphia -> Bay Area,Jan,8.66,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,Jul,6.06,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,Jun,11.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Bay Area,Mar,6.06,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Bay Area,May,9.96,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Bay Area,Nov,9.96,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Bay Area,Oct,9.09,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Bay Area,Sep,11.26,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Dallas,Apr,10.38,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Dallas,Aug,5.51,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Dallas,Dec,6.36,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,Feb,9.96,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Dallas,Jan,6.99,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,Jul,7.63,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,Jun,7.63,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,Mar,6.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,May,7.2,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Dallas,Nov,10.38,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Dallas,Oct,10.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Dallas,Sep,11.65,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Houston,Apr,9.13,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Houston,Aug,5.16,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Houston,Dec,8.33,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Houston,Feb,16.27,multi-peak-directional,> 15%,5
Super Midsize Jet,Philadelphia -> Houston,Jan,7.54,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Houston,Jul,6.35,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Houston,Jun,5.16,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Houston,Mar,5.95,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Houston,May,10.32,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Houston,Nov,7.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Houston,Oct,10.71,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Houston,Sep,7.94,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Apr,8.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Aug,8.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Dec,7.63,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Feb,5.45,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> LA Basin,Jan,5.66,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> LA Basin,Jul,8.06,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Jun,7.84,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Mar,7.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,May,9.59,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> LA Basin,Nov,8.93,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> LA Basin,Oct,12.42,multi-peak-directional,12%-15%,4
Super Midsize Jet,Philadelphia -> LA Basin,Sep,9.15,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Minneapolis,Apr,8.49,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Aug,6.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Dec,8.49,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Feb,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Jan,8.49,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Jul,6.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Jun,5.66,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Minneapolis,Mar,10.38,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Minneapolis,May,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Minneapolis,Nov,11.32,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Minneapolis,Oct,12.26,multi-peak-directional,12%-15%,4
Super Midsize Jet,Philadelphia -> Minneapolis,Sep,6.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Phoenix Valley,Apr,10.13,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Phoenix Valley,Aug,6.96,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Phoenix Valley,Dec,10.13,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Phoenix Valley,Feb,7.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Phoenix Valley,Jan,10.13,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Phoenix Valley,Jul,2.53,multi-peak-directional,< 4%,0
Super Midsize Jet,Philadelphia -> Phoenix Valley,Jun,5.06,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Phoenix Valley,Mar,10.13,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> Phoenix Valley,May,5.7,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> Phoenix Valley,Nov,7.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> Phoenix Valley,Oct,15.19,multi-peak-directional,> 15%,5
Super Midsize Jet,Philadelphia -> Phoenix Valley,Sep,8.86,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,Apr,5.06,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> San Antonio,Aug,4.49,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> San Antonio,Dec,7.3,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,Feb,8.43,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,Jan,5.06,multi-peak-directional,4%-6%,1
Super Midsize Jet,Philadelphia -> San Antonio,Jul,6.74,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,Jun,7.87,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,Mar,7.3,multi-peak-directional,6%-9%,2
Super Midsize Jet,Philadelphia -> San Antonio,May,10.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> San Antonio,Nov,10.11,multi-peak-directional,9%-12%,3
Super Midsize Jet,Philadelphia -> San Antonio,Oct,15.73,multi-peak-directional,> 15%,5
Super Midsize Jet,Philadelphia -> San Antonio,Sep,11.24,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Boston,Apr,10.71,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Boston,Aug,9.09,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Boston,Dec,4.22,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Boston,Feb,7.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Boston,Jan,6.49,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Boston,Jul,8.44,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Boston,Jun,6.82,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Boston,Mar,5.84,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Boston,May,15.26,multi-peak-directional,> 15%,5
Super Midsize Jet,Phoenix Valley -> Boston,Nov,9.09,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Boston,Oct,9.42,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Boston,Sep,7.47,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,Apr,9.42,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Charlotte,Aug,4.86,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Charlotte,Dec,7.6,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,Feb,8.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,Jan,7.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,Jul,5.17,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Charlotte,Jun,10.64,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Charlotte,Mar,8.81,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,May,8.51,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Charlotte,Nov,9.42,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Charlotte,Oct,9.12,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Charlotte,Sep,10.64,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Chicago,Apr,11.4,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Chicago,Aug,5.66,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Chicago,Dec,9.17,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Chicago,Feb,8.13,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Chicago,Jan,8.69,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Chicago,Jul,4.94,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Chicago,Jun,7.02,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Chicago,Mar,9.57,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Chicago,May,12.44,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Chicago,Nov,9.57,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Chicago,Oct,7.81,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Chicago,Sep,5.58,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> DMV,Apr,11.4,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> DMV,Aug,1.81,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> DMV,Dec,6.48,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> DMV,Feb,10.36,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> DMV,Jan,10.1,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> DMV,Jul,4.66,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> DMV,Jun,6.48,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> DMV,Mar,9.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> DMV,May,10.62,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> DMV,Nov,8.29,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> DMV,Oct,12.69,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> DMV,Sep,7.77,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Detroit,Apr,6.71,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Detroit,Aug,3.8,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> Detroit,Dec,8.5,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Detroit,Feb,7.83,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Detroit,Jan,5.82,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Detroit,Jul,5.82,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Detroit,Jun,8.5,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Detroit,Mar,10.29,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Detroit,May,10.07,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Detroit,Nov,10.51,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Detroit,Oct,12.3,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Detroit,Sep,9.84,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Houston,Apr,8.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Houston,Aug,12.79,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Houston,Dec,6.98,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Houston,Feb,12.79,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Houston,Jan,2.33,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> Houston,Jul,8.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Houston,Jun,6.98,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Houston,Mar,1.16,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> Houston,May,8.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Houston,Nov,10.47,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Houston,Oct,13.95,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Houston,Sep,8.14,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,Apr,8.27,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,Aug,5.6,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Minneapolis,Dec,10.4,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Minneapolis,Feb,6.67,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,Jan,9.6,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Minneapolis,Jul,8.8,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,Jun,5.87,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Minneapolis,Mar,8.8,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,May,14.93,multi-peak-directional,12%-15%,4
Super Midsize Jet,Phoenix Valley -> Minneapolis,Nov,9.33,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Minneapolis,Oct,6.4,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Minneapolis,Sep,5.33,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Nashville,Apr,8.53,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Nashville,Aug,2.73,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> Nashville,Dec,7.17,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Nashville,Feb,11.6,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Nashville,Jan,5.12,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Nashville,Jul,4.1,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Nashville,Jun,5.8,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Nashville,Mar,6.83,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Nashville,May,18.77,multi-peak-directional,> 15%,5
Super Midsize Jet,Phoenix Valley -> Nashville,Nov,7.85,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Nashville,Oct,11.95,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Nashville,Sep,9.56,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,Apr,9.24,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,Aug,5.37,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> New York City,Dec,9.67,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,Feb,7.84,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> New York City,Jan,5.8,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> New York City,Jul,4.51,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> New York City,Jun,6.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> New York City,Mar,11.39,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,May,11.71,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,Nov,11.92,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> New York City,Oct,7.41,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> New York City,Sep,8.59,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Apr,15.72,multi-peak-directional,> 15%,5
Super Midsize Jet,Phoenix Valley -> Philadelphia,Aug,5.66,multi-peak-directional,4%-6%,1
Super Midsize Jet,Phoenix Valley -> Philadelphia,Dec,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Feb,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Jan,8.81,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Jul,2.52,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> Philadelphia,Jun,8.18,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Mar,9.43,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Philadelphia,May,10.06,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Philadelphia,Nov,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> Philadelphia,Oct,9.43,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> Philadelphia,Sep,7.55,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> St. Louis,Apr,3.53,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> St. Louis,Aug,11.76,multi-peak-directional,9%-12%,3
Super Midsize Jet,Phoenix Valley -> St. Louis,Dec,8.24,multi-peak-directional,6%-9%,2
Super Midsize Jet,Phoenix Valley -> St. Louis,Feb,3.53,multi-peak-directional,< 4%,0
Super Midsize Jet,Phoenix Valley -> St. Louis,Jan,8.24,multi-peak-directional,6%-9%,2
