AircraftType,corridor,month,seasonality_index,cluster_label,slab,intensity
Light Jet,Seattle -> Dallas,Oct,0.84,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Dallas,Nov,1.03,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> Dallas,Dec,0.66,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> Denver,Jan,0.76,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Denver,Feb,0.47,summer-peak,< 0.5x,0
Light Jet,Seattle -> Denver,Mar,1.01,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> Denver,Apr,0.76,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Denver,May,0.83,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Denver,Jun,1.2,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> Denver,Jul,1.62,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Denver,Aug,1.77,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Denver,Sep,1.35,summer-peak,1.3x-1.6x,4
Light Jet,Seattle -> Denver,Oct,0.91,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Denver,Nov,0.74,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Denver,Dec,0.59,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> Detroit,Jan,0.96,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Detroit,Feb,0.48,summer-peak,< 0.5x,0
Light Jet,Seattle -> Detroit,Mar,1.44,summer-peak,1.3x-1.6x,4
Light Jet,Seattle -> Detroit,Apr,0.0,summer-peak,< 0.5x,0
Light Jet,Seattle -> Detroit,May,0.96,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Detroit,Jun,0.96,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Detroit,Jul,1.44,summer-peak,1.3x-1.6x,4
Light Jet,Seattle -> Detroit,Aug,1.92,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Detroit,Sep,2.88,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Detroit,Oct,0.48,summer-peak,< 0.5x,0
Light Jet,Seattle -> Detroit,Nov,0.0,summer-peak,< 0.5x,0
Light Jet,Seattle -> Detroit,Dec,0.48,summer-peak,< 0.5x,0
Light Jet,Seattle -> Minneapolis,Jan,0.56,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> Minneapolis,Feb,0.81,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> Minneapolis,Mar,0.48,summer-peak,< 0.5x,0
Light Jet,Seattle -> Minneapolis,Apr,0.56,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> Minneapolis,May,0.48,summer-peak,< 0.5x,0
Light Jet,Seattle -> Minneapolis,Jun,1.61,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Minneapolis,Jul,2.01,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Minneapolis,Aug,1.21,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> Minneapolis,Sep,1.69,summer-peak,>= 1.6x,5
Light Jet,Seattle -> Minneapolis,Oct,1.45,summer-peak,1.3x-1.6x,4
Light Jet,Seattle -> Minneapolis,Nov,0.32,summer-peak,< 0.5x,0
Light Jet,Seattle -> Minneapolis,Dec,0.81,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> San Antonio,Jan,0.53,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> San Antonio,Feb,0.53,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> San Antonio,Mar,0.0,summer-peak,< 0.5x,0
Light Jet,Seattle -> San Antonio,Apr,0.53,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> San Antonio,May,2.13,summer-peak,>= 1.6x,5
Light Jet,Seattle -> San Antonio,Jun,0.8,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> San Antonio,Jul,1.87,summer-peak,>= 1.6x,5
Light Jet,Seattle -> San Antonio,Aug,0.8,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> San Antonio,Sep,1.6,summer-peak,>= 1.6x,5
Light Jet,Seattle -> San Antonio,Oct,2.4,summer-peak,>= 1.6x,5
Light Jet,Seattle -> San Antonio,Nov,0.27,summer-peak,< 0.5x,0
Light Jet,Seattle -> San Antonio,Dec,0.53,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> St. Louis,Jan,0.43,summer-peak,< 0.5x,0
Light Jet,Seattle -> St. Louis,Feb,0.86,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> St. Louis,Mar,0.57,summer-peak,0.5x-0.7x,1
Light Jet,Seattle -> St. Louis,Apr,0.71,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> St. Louis,May,0.71,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> St. Louis,Jun,1.57,summer-peak,1.3x-1.6x,4
Light Jet,Seattle -> St. Louis,Jul,1.71,summer-peak,>= 1.6x,5
Light Jet,Seattle -> St. Louis,Aug,1.0,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> St. Louis,Sep,1.71,summer-peak,>= 1.6x,5
Light Jet,Seattle -> St. Louis,Oct,1.0,summer-peak,1.0x-1.3x,3
Light Jet,Seattle -> St. Louis,Nov,0.71,summer-peak,0.7x-1.0x,2
Light Jet,Seattle -> St. Louis,Dec,1.0,summer-peak,1.0x-1.3x,3
Light Jet,St. Louis -> Seattle,Jan,0.83,summer-peak,0.7x-1.0x,2
Light Jet,St. Louis -> Seattle,Feb,0.67,summer-peak,0.5x-0.7x,1
Light Jet,St. Louis -> Seattle,Mar,0.33,summer-peak,< 0.5x,0
Light Jet,St. Louis -> Seattle,Apr,0.5,summer-peak,0.5x-0.7x,1
Light Jet,St. Louis -> Seattle,May,0.83,summer-peak,0.7x-1.0x,2
Light Jet,St. Louis -> Seattle,Jun,1.0,summer-peak,1.0x-1.3x,3
Light Jet,St. Louis -> Seattle,Jul,2.33,summer-peak,>= 1.6x,5
Light Jet,St. Louis -> Seattle,Aug,0.83,summer-peak,0.7x-1.0x,2
Light Jet,St. Louis -> Seattle,Sep,2.0,summer-peak,>= 1.6x,5
Light Jet,St. Louis -> Seattle,Oct,0.83,summer-peak,0.7x-1.0x,2
Light Jet,St. Louis -> Seattle,Nov,1.0,summer-peak,1.0x-1.3x,3
Light Jet,St. Louis -> Seattle,Dec,0.83,summer-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Dallas,Jan,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Dallas,Feb,0.89,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Dallas,Mar,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Dallas,Apr,1.47,winter-spring-peak,1.3x-1.6x,4
Light Jet,Atlanta -> Dallas,May,0.93,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Dallas,Jun,0.77,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Dallas,Jul,0.54,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> Dallas,Aug,0.56,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> Dallas,Sep,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Dallas,Oct,1.05,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Dallas,Nov,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,Atlanta -> Dallas,Dec,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Jan,1.21,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Feb,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Mar,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Apr,1.25,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,May,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Jun,0.99,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Houston,Jul,0.74,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Houston,Aug,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> Houston,Sep,0.59,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> Houston,Oct,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Nov,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> Houston,Dec,0.99,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Jan,1.35,winter-spring-peak,1.3x-1.6x,4
Light Jet,Atlanta -> South Florida,Feb,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> South Florida,Mar,1.22,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> South Florida,Apr,1.19,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> South Florida,May,0.88,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Jun,0.74,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Jul,0.82,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Aug,0.82,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Sep,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> South Florida,Oct,0.98,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> South Florida,Nov,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> South Florida,Dec,1.18,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Jan,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Feb,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Mar,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Apr,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,Atlanta -> St. Louis,May,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Jun,0.93,winter-spring-peak,0.7x-1.0x,2
Light Jet,Atlanta -> St. Louis,Jul,0.37,winter-spring-peak,< 0.5x,0
Light Jet,Atlanta -> St. Louis,Aug,0.61,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> St. Louis,Sep,0.65,winter-spring-peak,0.5x-0.7x,1
Light Jet,Atlanta -> St. Louis,Oct,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Nov,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Atlanta -> St. Louis,Dec,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,Bay Area -> Houston,Jan,1.6,winter-spring-peak,>= 1.6x,5
Light Jet,Bay Area -> Houston,Feb,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,Bay Area -> Houston,Mar,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,Bay Area -> Houston,Apr,0.27,winter-spring-peak,< 0.5x,0
Light Jet,Bay Area -> Houston,May,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,Bay Area -> Houston,Jun,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,Bay Area -> Houston,Jul,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,Bay Area -> Houston,Aug,0.8,winter-spring-peak,0.7x-1.0x,2
Light Jet,Bay Area -> Houston,Sep,0.27,winter-spring-peak,< 0.5x,0
Light Jet,Bay Area -> Houston,Oct,1.6,winter-spring-peak,>= 1.6x,5
Light Jet,Bay Area -> Houston,Nov,2.4,winter-spring-peak,>= 1.6x,5
Light Jet,Bay Area -> Houston,Dec,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> Atlanta,Jan,2.12,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> Atlanta,Feb,0.71,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Atlanta,Mar,0.71,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Atlanta,Apr,1.41,winter-spring-peak,1.3x-1.6x,4
Light Jet,Charlotte -> Atlanta,May,1.06,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> Atlanta,Jun,0.35,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> Atlanta,Jul,0.71,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Atlanta,Aug,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> Atlanta,Sep,0.71,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Atlanta,Oct,0.35,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> Atlanta,Nov,1.41,winter-spring-peak,1.3x-1.6x,4
Light Jet,Charlotte -> Atlanta,Dec,2.47,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> Nashville,Jan,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> Nashville,Feb,0.77,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Nashville,Mar,1.84,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> Nashville,Apr,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> Nashville,May,0.97,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Nashville,Jun,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> Nashville,Jul,0.29,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> Nashville,Aug,0.29,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> Nashville,Sep,0.87,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> Nashville,Oct,1.55,winter-spring-peak,1.3x-1.6x,4
Light Jet,Charlotte -> Nashville,Nov,1.65,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> Nashville,Dec,1.35,winter-spring-peak,1.3x-1.6x,4
Light Jet,Charlotte -> North Florida,Jan,1.66,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> North Florida,Feb,2.07,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> North Florida,Mar,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> North Florida,Apr,0.83,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> North Florida,May,1.66,winter-spring-peak,>= 1.6x,5
Light Jet,Charlotte -> North Florida,Jun,0.41,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> North Florida,Jul,0.83,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> North Florida,Aug,0.83,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> North Florida,Sep,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> North Florida,Oct,0.31,winter-spring-peak,< 0.5x,0
Light Jet,Charlotte -> North Florida,Nov,0.62,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> North Florida,Dec,0.93,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> South Florida,Jan,1.16,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,Feb,0.98,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> South Florida,Mar,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,Apr,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,May,1.01,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,Jun,0.85,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> South Florida,Jul,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> South Florida,Aug,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,Charlotte -> South Florida,Sep,0.73,winter-spring-peak,0.7x-1.0x,2
Light Jet,Charlotte -> South Florida,Oct,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,Nov,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Charlotte -> South Florida,Dec,1.48,winter-spring-peak,1.3x-1.6x,4
Light Jet,Chicago -> Houston,Jan,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Chicago -> Houston,Feb,0.78,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> Houston,Mar,1.19,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> Houston,Apr,1.4,winter-spring-peak,1.3x-1.6x,4
Light Jet,Chicago -> Houston,May,1.19,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> Houston,Jun,1.09,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> Houston,Jul,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> Houston,Aug,0.41,winter-spring-peak,< 0.5x,0
Light Jet,Chicago -> Houston,Sep,0.83,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> Houston,Oct,0.83,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> Houston,Nov,1.66,winter-spring-peak,>= 1.6x,5
Light Jet,Chicago -> Houston,Dec,1.24,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> South Florida,Jan,1.15,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> South Florida,Feb,1.44,winter-spring-peak,1.3x-1.6x,4
Light Jet,Chicago -> South Florida,Mar,1.46,winter-spring-peak,1.3x-1.6x,4
Light Jet,Chicago -> South Florida,Apr,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> South Florida,May,0.79,winter-spring-peak,0.7x-1.0x,2
Light Jet,Chicago -> South Florida,Jun,0.49,winter-spring-peak,< 0.5x,0
Light Jet,Chicago -> South Florida,Jul,0.45,winter-spring-peak,< 0.5x,0
Light Jet,Chicago -> South Florida,Aug,0.39,winter-spring-peak,< 0.5x,0
Light Jet,Chicago -> South Florida,Sep,0.38,winter-spring-peak,< 0.5x,0
Light Jet,Chicago -> South Florida,Oct,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Chicago -> South Florida,Nov,1.49,winter-spring-peak,1.3x-1.6x,4
Light Jet,Chicago -> South Florida,Dec,1.91,winter-spring-peak,>= 1.6x,5
Light Jet,DMV -> Atlanta,Jan,0.95,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Atlanta,Feb,0.9,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Atlanta,Mar,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Atlanta,Apr,1.46,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Atlanta,May,1.46,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Atlanta,Jun,0.6,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> Atlanta,Jul,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Atlanta,Aug,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> Atlanta,Sep,0.9,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Atlanta,Oct,0.65,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> Atlanta,Nov,1.36,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Atlanta,Dec,1.15,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> Nashville,Jan,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> Nashville,Feb,0.75,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Nashville,Mar,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Nashville,Apr,1.51,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> Nashville,May,1.19,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> Nashville,Jun,0.63,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> Nashville,Jul,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> Nashville,Aug,0.82,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Nashville,Sep,0.82,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> Nashville,Oct,1.07,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> Nashville,Nov,1.13,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> Nashville,Dec,1.01,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> North Florida,Jan,1.15,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> North Florida,Feb,1.02,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> North Florida,Mar,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> North Florida,Apr,0.95,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> North Florida,May,1.66,winter-spring-peak,>= 1.6x,5
Light Jet,DMV -> North Florida,Jun,0.64,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> North Florida,Jul,0.6,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> North Florida,Aug,0.29,winter-spring-peak,< 0.5x,0
Light Jet,DMV -> North Florida,Sep,0.92,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> North Florida,Oct,1.15,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> North Florida,Nov,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> North Florida,Dec,1.02,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,Jan,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,DMV -> South Florida,Feb,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,Mar,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,Apr,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,May,1.0,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,Jun,0.71,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> South Florida,Jul,0.51,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> South Florida,Aug,0.54,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> South Florida,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,DMV -> South Florida,Oct,0.9,winter-spring-peak,0.7x-1.0x,2
Light Jet,DMV -> South Florida,Nov,1.25,winter-spring-peak,1.0x-1.3x,3
Light Jet,DMV -> South Florida,Dec,1.57,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> Phoenix Valley,Jan,1.13,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> Phoenix Valley,Feb,1.34,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> Phoenix Valley,Mar,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> Phoenix Valley,Apr,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> Phoenix Valley,May,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> Phoenix Valley,Jun,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> Phoenix Valley,Jul,0.26,winter-spring-peak,< 0.5x,0
Light Jet,Dallas -> Phoenix Valley,Aug,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> Phoenix Valley,Sep,0.85,winter-spring-peak,0.7x-1.0x,2
Light Jet,Dallas -> Phoenix Valley,Oct,1.13,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> Phoenix Valley,Nov,1.4,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> Phoenix Valley,Dec,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> San Antonio,Jan,2.13,winter-spring-peak,>= 1.6x,5
Light Jet,Dallas -> San Antonio,Feb,1.35,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> San Antonio,Mar,1.74,winter-spring-peak,>= 1.6x,5
Light Jet,Dallas -> San Antonio,Apr,0.97,winter-spring-peak,0.7x-1.0x,2
Light Jet,Dallas -> San Antonio,May,0.97,winter-spring-peak,0.7x-1.0x,2
Light Jet,Dallas -> San Antonio,Jun,0.39,winter-spring-peak,< 0.5x,0
Light Jet,Dallas -> San Antonio,Jul,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> San Antonio,Aug,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> San Antonio,Sep,0.19,winter-spring-peak,< 0.5x,0
Light Jet,Dallas -> San Antonio,Oct,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Dallas -> San Antonio,Nov,2.52,winter-spring-peak,>= 1.6x,5
Light Jet,Dallas -> San Antonio,Dec,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> South Florida,Jan,1.18,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> South Florida,Feb,1.45,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> South Florida,Mar,1.34,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> South Florida,Apr,1.16,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> South Florida,May,1.34,winter-spring-peak,1.3x-1.6x,4
Light Jet,Dallas -> South Florida,Jun,0.87,winter-spring-peak,0.7x-1.0x,2
Light Jet,Dallas -> South Florida,Jul,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> South Florida,Aug,0.66,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> South Florida,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> South Florida,Oct,0.68,winter-spring-peak,0.5x-0.7x,1
Light Jet,Dallas -> South Florida,Nov,1.05,winter-spring-peak,1.0x-1.3x,3
Light Jet,Dallas -> South Florida,Dec,1.27,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> North Florida,Jan,1.48,winter-spring-peak,1.3x-1.6x,4
Light Jet,Denver -> North Florida,Feb,1.48,winter-spring-peak,1.3x-1.6x,4
Light Jet,Denver -> North Florida,Mar,1.87,winter-spring-peak,>= 1.6x,5
Light Jet,Denver -> North Florida,Apr,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> North Florida,May,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> North Florida,Jun,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,Denver -> North Florida,Jul,1.09,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> North Florida,Aug,0.62,winter-spring-peak,0.5x-0.7x,1
Light Jet,Denver -> North Florida,Sep,1.09,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> North Florida,Oct,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> North Florida,Nov,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,Denver -> North Florida,Dec,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> Phoenix Valley,Jan,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> Phoenix Valley,Feb,1.31,winter-spring-peak,1.3x-1.6x,4
Light Jet,Denver -> Phoenix Valley,Mar,1.74,winter-spring-peak,>= 1.6x,5
Light Jet,Denver -> Phoenix Valley,Apr,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> Phoenix Valley,May,0.98,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> Phoenix Valley,Jun,1.03,winter-spring-peak,1.0x-1.3x,3
